Latitude,Longitude
40.616946,-74.082242
40.743682,-74.007082
40.773874,-73.988068
40.7713942,-73.9821578
40.871182,-73.852957
40.720528,-74.007582
40.6894643,-73.92402909
40.81800134,-73.9131905
40.657949,-74.000634
40.79605,-73.967052
40.66412128,-73.94776484
40.734955,-73.874983
40.737074,-73.982962
40.81035186,-73.92494233
40.67135982,-73.88181102
40.73066902,-73.99885262
40.66559146,-73.88849913
40.86487246,-73.90252174
40.87144091,-73.86715728
40.76539,-73.985702
40.71601201,-73.99733203
40.734955,-73.874983
40.72045,-73.94404
40.644996,-74.077263
40.63059985,-73.97370532
40.750423,-73.98928
40.630736,-73.973423
40.65815775,-74.00044115
40.661788,-73.73704
40.757691,-73.834115
40.707472,-73.803644
40.729884,-74.00493
40.62816974,-73.94135878
40.67680075,-73.90002424
40.84095296,-73.93947116
40.623889,-74.076571
40.86110946,-73.89027538
40.86994867,-73.9040365
40.57779992,-73.9605636
40.721109,-73.987359
40.78691553,-73.98122919
40.854112,-73.888808
40.707439,-73.792139
40.798941,-73.939286
40.526503,-74.201333
40.82084,-73.921187
40.84583359,-73.9038725
40.71132326,-73.95463755
40.705733,-73.939515
40.85359837,-73.90057688
40.80855,-73.952355
40.76539,-73.985702
40.571517,-73.860319
40.69231748,-73.86089708
40.753689,-73.999088
40.75595054,-73.99072724
40.637813,-74.079688
40.757981,-73.983652
40.80093037,-73.94109824
40.81569072,-73.95829474
40.744195,-73.885607
40.60800222,-74.0017179
40.81977053,-73.9367193
40.705434,-73.807101
40.698323,-73.917495
40.7535327,-73.99453689
40.88731363,-73.84727176
40.716517,-73.983411
40.828385,-73.942358
40.64472094,-74.07703272
40.84382927,-73.88791847
40.752522,-73.993222
40.55471,-74.169573
40.759131,-73.990264
40.82291231,-73.8700413
40.76502408,-73.98483595
40.693363,-73.952635
40.6902236,-73.96027859
40.71123046,-74.00647827
40.754193,-73.815046
40.887325,-73.847247
40.708666,-73.958578
40.830468,-73.903998
40.769552,-73.915361
40.733876,-74.005428
40.674581,-73.803937
40.855793,-73.843908
40.86947048,-73.8798608
40.83647617,-73.88510844
40.74902255,-73.98803942
40.716113,-73.991608
40.67113,-73.91350206
40.720528,-74.007582
40.84365839,-73.92004215
40.842396,-73.882624
40.675967,-73.963023
40.830468,-73.903998
40.74982066,-73.94128274
40.734955,-73.874983
40.57428569,-74.10591441
40.814845,-73.956312
40.594098,-74.079573
40.844144,-73.900499
40.70803,-74.011475
40.645434,-74.080804
40.82403172,-73.94475817
40.76539,-73.985702
40.743682,-74.007082
40.71975011,-73.99216085
40.74348126,-73.87400354
40.825811,-73.863314
40.79858495,-73.93352494
40.64885075,-73.95101651
40.656598,-73.958275
40.648253,-74.0178
40.711086,-73.770363
40.70803,-74.011475
40.76539,-73.985702
40.648698,-73.905128
40.853985,-73.934883
40.887325,-73.847247
40.64885075,-73.95101651
40.733876,-74.005428
40.89559748,-73.85616013
40.796673,-73.931972
40.844938,-73.883955
40.71670867,-73.98915628
40.747586,-73.989392
40.69843,-73.831128
40.69912472,-73.79037392
40.733729,-73.871197
40.754081,-73.993941
40.84810425,-73.90155956
40.725485,-73.986824
40.86003711,-73.89115562
40.627397,-73.9893
40.648859,-73.95082
40.716074,-73.987128
40.74400577,-73.99941536
40.77452281,-73.81751858
40.75595054,-73.99072724
40.674616,-74.003983
40.84583359,-73.9038725
40.699419,-73.950017
40.630736,-73.973423
40.701894,-73.921605
40.690115,-73.989019
40.682201,-73.856612
40.645562,-74.008052
40.746379,-73.923748
40.816034,-73.895748
40.81620584,-73.89600119
40.742954,-73.955274
40.818038,-73.954242
40.85657673,-73.84389368
40.64472094,-74.07703272
40.76539,-73.985702
40.840775,-73.936253
40.81800134,-73.9131905
40.887325,-73.847247
40.83647617,-73.88510844
40.833443,-73.880043
40.850286,-73.901507
40.628508,-73.941384
40.87299327,-73.85265828
40.801749,-73.911447
40.819383,-73.845297
40.83647617,-73.88510844
40.688736,-73.944984
40.707439,-73.792139
40.784499,-73.97548
40.749893,-73.882915
40.69960169,-73.81060094
40.623238,-74.149217
40.635188,-73.918929
40.84365839,-73.92004215
40.80841775,-73.95247406
40.8441566,-73.90060545
40.601713,-73.993431
40.644996,-74.077263
40.733876,-74.005428
40.81620584,-73.89600119
40.57428569,-74.10591441
40.83647617,-73.88510844
40.774342,-73.98332
40.71359,-74.001412
40.687025,-73.982024
40.83647617,-73.88510844
40.840323,-73.89964
40.644996,-74.077263
40.870821,-73.827025
40.752877,-73.991111
40.706283,-73.950348
40.750423,-73.98928
40.67135982,-73.88181102
40.86801844,-73.89996454
40.830792,-73.826946
40.830792,-73.826946
40.733141,-73.989952
40.76505705,-73.81292013
40.83647617,-73.88510844
40.67965327,-73.77722868
40.73011307,-73.81090891
40.85748405,-73.90966857
40.87864527,-73.87159798
40.71630999,-73.98316601
40.83647617,-73.88510844
40.633797,-73.950608
40.887325,-73.847247
40.85657673,-73.84389368
40.734681,-73.810626
40.851104,-73.935254
40.853578,-73.900591
40.628508,-73.941384
40.847234,-73.938135
40.7536767,-73.91446541
40.574091,-74.106113
40.72062858,-74.00520932
40.668888,-73.89848
40.82862324,-73.94384884
40.695894,-73.919288
40.794596,-73.948784
40.88731363,-73.84727176
40.747523,-73.758395
40.81620584,-73.89600119
40.664419,-73.932923
40.83647617,-73.88510844
40.769552,-73.915361
40.75656758,-73.87593153
40.595813,-73.772571
40.656598,-73.958275
40.842396,-73.882624
40.729059,-73.811018
40.734955,-73.874983
40.67998074,-73.77623391
40.729059,-73.811018
40.795051,-73.974816
40.897193,-73.849118
40.819427,-73.894924
40.726284,-73.73476
40.84078111,-73.93624538
40.681119,-73.974365
40.887325,-73.847247
40.7749944,-73.9342742
40.85359837,-73.90057688
40.64472094,-74.07703272
40.84473733,-73.89934898
40.725485,-73.986824
40.812379,-73.90494
40.855793,-73.843908
40.733876,-74.005428
40.84365839,-73.92004215
40.770748,-73.959877
40.816034,-73.895748
40.67743051,-73.87589707
40.766642,-73.955372
40.73066902,-73.99885262
40.71359,-74.001412
40.75268741,-74.00052695
40.70775518,-74.01170429
40.71047195,-73.96093598
40.67135982,-73.88181102
40.72700069,-73.95298311
40.668998,-73.866026
40.865743,-73.901862
40.760745,-73.962692
40.623238,-74.149217
40.71132326,-73.95463755
40.622145,-74.027282
40.706283,-73.950348
40.71359,-74.001412
40.751884,-73.86105
40.65709573,-73.95024855
40.706635,-73.813014
40.594098,-74.079573
40.651351,-73.938566
40.749918,-73.862239
40.594098,-74.079573
40.678448,-73.927951
40.68019518,-73.95548796
40.66047157,-73.99801402
40.761241,-73.994297
40.695404,-73.983239
40.734681,-73.810626
40.709526,-73.78205
40.707312,-74.010965
40.83647617,-73.88510844
40.855793,-73.843908
40.756979,-73.939569
40.664419,-73.932923
40.880619,-73.905786
40.87763319,-73.86737634
40.667483,-73.856572
40.769552,-73.915361
40.83647617,-73.88510844
40.60277623,-73.75011736
40.744203,-73.860817
40.753234,-73.872203
40.69231748,-73.86089708
40.88286213,-73.90357449
40.83647617,-73.88510844
40.85657673,-73.84389368
40.671404,-73.881509
40.86947048,-73.8798608
40.85657673,-73.84389368
40.671104,-73.913562
40.76502408,-73.98483595
40.716517,-73.983411
40.83647617,-73.88510844
40.667653,-73.870458
40.70793504,-73.78568611
40.75275415,-73.85189919
40.753056,-73.996546
40.80505732,-73.93903422
40.86937,-73.880047
40.801749,-73.911447
40.853578,-73.900591
40.66701658,-73.9312914
40.83449222,-73.94004801
40.853578,-73.900591
40.769552,-73.915361
40.78447508,-73.96721547
40.823378,-73.870168
40.819383,-73.845297
40.733729,-73.871197
40.86947048,-73.8798608
40.81620584,-73.89600119
40.63638,-74.134526
40.71047195,-73.96093598
40.855793,-73.843908
40.769552,-73.915361
40.88731363,-73.84727176
40.67135982,-73.88181102
40.67135982,-73.88181102
40.720991,-74.004922
40.663437,-73.897563
40.80794,-73.937986
40.577258,-73.976436
40.830703,-73.849092
40.602464,-74.00346
40.83647617,-73.88510844
40.67998074,-73.77623391
40.862158,-73.890743
40.82669505,-73.90764716
40.823378,-73.870168
40.734955,-73.874983
40.682389,-73.840079
40.883111,-73.90332
40.574091,-74.106113
40.86273501,-73.90332024
40.844938,-73.883955
40.66477971,-73.88641345
40.71452,-73.99099
40.83647617,-73.88510844
40.829597,-73.860099
40.79601863,-73.97501457
40.71792477,-74.00894279
40.73389676,-74.00539584
40.857549,-73.906085
40.648859,-73.95082
40.831846,-73.921362
40.706283,-73.950348
40.6473581,-73.95943419
40.708877,-73.859436
40.682379,-73.888559
40.851104,-73.935254
40.725485,-73.986824
40.67439596,-73.8965093
40.582569,-73.960583
40.83647617,-73.88510844
40.62318838,-74.14923769
40.704511,-73.89347
40.644996,-74.077263
40.75427513,-73.81772203
40.65788,-73.956603
40.825241,-73.910252
40.77153755,-73.87608995
40.75427513,-73.81772203
40.721109,-73.987359
40.733398,-74.006351
40.695404,-73.983239
40.81418643,-73.95086087
40.71123046,-74.00647827
40.733729,-73.871197
40.75656758,-73.87593153
40.704511,-73.89347
40.734955,-73.874983
40.69543881,-73.98322538
40.747586,-73.989392
40.668888,-73.89848
40.843908,-73.933964
40.66797608,-73.93398314
40.756585,-73.875603
40.705434,-73.807101
40.715949,-73.997351
40.60277623,-73.75011736
40.67279426,-73.96920264
40.729674,-73.82329
40.677251,-73.826039
40.818856,-73.893592
40.733539,-74.002113
40.73066902,-73.99885262
40.57664598,-73.9764804
40.89559748,-73.85616013
40.688736,-73.944984
40.74902255,-73.98803942
40.856046,-73.904763
40.556522,-74.164115
40.82862324,-73.94384884
40.729059,-73.811018
40.734681,-73.810626
40.671404,-73.881509
40.69960169,-73.81060094
40.800647,-73.94858
40.679561,-73.941243
40.695404,-73.983239
40.85359837,-73.90057688
40.704134,-74.011573
40.83784212,-73.91962775
40.76279425,-73.83557474
40.82755316,-73.86726658
40.729059,-73.811018
40.750294,-73.973324
40.840775,-73.936253
40.594054,-73.960866
40.652684,-73.913601
40.724724,-73.897571
40.706283,-73.950348
40.615545,-73.926514
40.579069,-73.957239
40.79693,-73.969196
40.72458,-73.975379
40.645706,-74.000737
40.644996,-74.077263
40.66253485,-73.94791243
40.81480348,-73.95628448
40.675967,-73.963023
40.689088,-73.925615
40.824323,-73.883019
40.669873,-73.942151
40.791406,-73.940318
40.67135982,-73.88181102
40.88731363,-73.84727176
40.825355,-73.938068
40.852834,-73.884172
40.71123046,-74.00647827
40.844938,-73.883955
40.57428569,-74.10591441
40.8441566,-73.90060545
40.70105357,-73.8088765
40.84679279,-73.88996647
40.733398,-74.006351
40.83647617,-73.88510844
40.67135982,-73.88181102
40.73389676,-74.00539584
40.648859,-73.95082
40.729059,-73.811018
40.856046,-73.904763
40.707439,-73.792139
40.84365839,-73.92004215
40.822355,-73.911463
40.76539,-73.985702
40.822355,-73.911463
40.739188,-73.90175296
40.75415148,-73.86790733
40.574091,-74.106113
40.82227104,-73.91169778
40.8562042,-73.90522034
40.72605391,-73.98353371
40.816034,-73.895748
40.83955214,-73.91594156
40.74978831,-73.98776859
40.69886483,-73.81318882
40.844938,-73.883955
40.761587,-73.992186
40.76415,-73.8192
40.807639,-73.951162
40.737074,-73.982962
40.71359,-74.001412
40.61592889,-74.08741476
40.716517,-73.983411
40.733729,-73.871197
40.63778217,-74.07694038
40.838797,-73.869173
40.769552,-73.915361
40.67680075,-73.90002424
40.75409245,-73.9920774
40.68031334,-73.94331249
40.729982,-73.93276
40.66065643,-73.88578611
40.833951,-73.854061
40.73443438,-73.98990393
40.71123046,-74.00647827
40.685927,-73.940077
40.699795,-73.807364
40.840775,-73.936253
40.844144,-73.900499
40.623307,-74.16256
40.579069,-73.957239
40.757981,-73.983652
40.825832,-73.857802
40.69912472,-73.79037392
40.71359,-74.001412
40.72610985,-73.9742687
40.75656758,-73.87593153
40.882983,-73.833223
40.733876,-74.005428
40.687025,-73.982024
40.67113,-73.91350206
40.85121317,-73.93521605
40.671404,-73.881509
40.726553,-73.951348
40.853077,-73.889273
40.754081,-73.993941
40.613585,-73.926846
40.7589746,-73.91899955
40.601713,-73.993431
40.81620584,-73.89600119
40.706283,-73.950348
40.83784212,-73.91962775
40.69223342,-73.98729955
40.64333161,-73.95972852
40.67858725,-73.90612894
40.855436,-73.90705
40.67998074,-73.77623391
40.76539,-73.985702
40.610931,-73.920761
40.82291231,-73.8700413
40.79605,-73.967052
40.644996,-74.077263
40.720528,-74.007582
40.746764,-73.905884
40.734955,-73.874983
40.75656758,-73.87593153
40.7129042,-73.98692768
40.69912472,-73.79037392
40.742827,-73.998428
40.67998074,-73.77623391
40.75656758,-73.87593153
40.614774,-74.083046
40.873944,-73.908788
40.81867,-73.915687
40.880655,-73.88159
40.822983,-73.856878
40.892833,-73.84937
40.806722,-73.93993
40.671404,-73.881509
40.766653,-73.980631
40.73066902,-73.99885262
40.691001,-73.914726
40.811997,-73.92779
40.761942,-73.936717
40.70839062,-73.93995943
40.817649,-73.914249
40.753783,-73.992304
40.840785,-73.937197
40.71534742,-73.7484422
40.674593,-73.930572
40.62097681,-74.02536296
40.683444,-73.907502
40.83222,-73.867398
40.604669,-73.755628
40.831309,-73.884784
40.63826949,-74.07878934
40.726956,-73.953115
40.75967178,-73.92724683
40.733729,-73.871197
40.795249,-73.949357
40.83341437,-73.85905543
40.810391,-73.924895
40.769552,-73.915361
40.6969863,-73.93522383
40.671404,-73.881509
40.67601582,-73.89397596
40.822983,-73.856878
40.754981,-73.844435
40.821267,-73.822294
40.752877,-73.991111
40.5854359,-73.93127092
40.887325,-73.847247
40.677597,-73.828216
40.85657673,-73.84389368
40.88731363,-73.84727176
40.862084,-73.918242
40.711313,-73.989023
40.797339,-73.930544
40.789593,-73.929984
40.85359837,-73.90057688
40.61531648,-74.08783538
40.726284,-73.73476
40.84095296,-73.93947116
40.671404,-73.881509
40.853443,-73.891534
40.60266987,-74.1840896
40.810391,-73.924895
40.84206604,-73.87608508
40.578491,-73.837515
40.698007,-73.945875
40.883111,-73.90332
40.819316,-73.845795
40.625819,-74.078759
40.70723982,-73.79272673
40.79607431,-73.96706675
40.800896,-73.941011
40.86682172,-73.83922227
40.76161561,-73.97285078
40.614774,-74.083046
40.726956,-73.953115
40.698323,-73.917495
40.822622,-73.930942
40.818784,-73.941161
40.755979,-73.96919
40.595744,-74.077911
40.887325,-73.847247
40.750423,-73.98928
40.66384479,-73.99450674
40.815904,-73.945123
40.823378,-73.870168
40.698323,-73.917495
40.73389676,-74.00539584
40.70937943,-73.84412155
40.690859,-73.985848
40.816035,-73.916225
40.579393,-74.078064
40.62318838,-74.14923769
40.789593,-73.929984
40.75682017,-73.97114326
40.853443,-73.891534
40.860326,-73.910462
40.742572,-73.993047
40.74753493,-73.98830675
40.744784,-73.99329
40.669185,-73.905249
40.67951644,-73.90457012
40.789593,-73.929984
40.756729,-73.941036
40.54584,-74.186632
40.73066902,-73.99885262
40.831309,-73.884784
40.887325,-73.847247
40.86937,-73.880047
40.675967,-73.963023
40.789593,-73.929984
40.703676,-73.943473
40.711437,-73.981969
40.82291231,-73.8700413
40.86947048,-73.8798608
40.711373,-73.788403
40.729475,-73.735007
40.758273,-73.985293
40.833393,-73.94722
40.70443503,-73.89378071
40.762037,-73.827328
40.728512,-73.872424
40.76313979,-73.91339557
40.675967,-73.963023
40.789593,-73.929984
40.759264,-73.935471
40.631321,-73.906676
40.76539,-73.985702
40.855458,-73.831073
40.596223,-73.779125
40.575463,-73.978324
40.69691253,-73.79042775
40.688326,-73.876194
40.769552,-73.929518
40.85346186,-73.88938068
40.73011307,-73.81090891
40.727009,-73.805997
40.697266,-73.784221
40.750423,-73.98928
40.811123,-73.936714
40.873944,-73.908788
40.810391,-73.924895
40.595744,-74.077911
40.86937,-73.880047
40.639681,-74.077439
40.582305,-74.169067
40.81323333,-73.90907475
40.711313,-73.989023
40.706283,-73.950348
40.804008,-73.878333
40.740663,-73.922521
40.79236253,-73.96417436
40.83072233,-73.82712606
40.64472094,-74.07703272
40.840775,-73.936253
40.873944,-73.908788
40.823492,-73.858616
40.593761,-73.784418
40.69049,-73.786807
40.76539,-73.985702
40.86780422,-73.86250409
40.74753493,-73.98830675
40.667566,-73.907293
40.73715056,-73.93081493
40.807275,-73.913571
40.60704,-73.958904
40.630736,-73.973423
40.81099298,-73.95428784
40.720528,-74.007582
40.646957,-74.020938
40.789593,-73.929984
40.63399727,-73.94777257
40.83784212,-73.91962775
40.69708278,-73.8304716
40.813109,-73.8596
40.816002,-73.941332
40.634782,-73.914405
40.81035186,-73.92494233
40.824314,-73.953325
40.718337,-73.735695
40.750423,-73.98928
40.70723982,-73.79272673
40.80499466,-73.93486948
40.795137,-73.945216
40.817649,-73.914249
40.81591308,-73.94514931
40.88731363,-73.84727176
40.794572,-73.947752
40.675967,-73.963023
40.75656758,-73.87593153
40.71826799,-74.00705254
40.577258,-73.976436
40.751841,-73.87427
40.886289,-73.878578
40.83437,-73.944652
40.717076,-73.803374
40.722815,-73.988252
40.68376454,-73.97875956
40.733876,-74.005428
40.720528,-74.007582
40.822502,-73.942165
40.853443,-73.891534
40.69843,-73.831128
40.86937,-73.880047
40.76889099,-73.98209349
40.651622,-73.951116
40.638095,-74.128978
40.59401906,-73.96085432
40.67449569,-73.93057133
40.625712,-73.92955071
40.69223342,-73.98729955
40.840323,-73.89964
40.665457,-73.935604
40.715151,-73.987097
40.6794843,-73.93289735
40.75656758,-73.87593153
40.80503242,-73.95682044
40.720609,-73.764517
40.729059,-73.811018
40.6890014,-73.94502653
40.653507,-73.960603
40.6890014,-73.94502653
40.870133,-73.831695
40.688736,-73.944984
40.591368,-73.810006
40.763313,-73.973717
40.88731363,-73.84727176
40.80093037,-73.94109824
40.690859,-73.985848
40.75533027,-73.9911785
40.84187836,-73.9179517
40.7134965,-73.75824994
40.758273,-73.985293
40.840323,-73.89964
40.789341,-73.947351
40.79605,-73.967052
40.817649,-73.914249
40.751841,-73.87427
40.726155,-73.887653
40.824445,-73.940744
40.73783131,-73.7964263
40.71511,-73.94954
40.61965,-74.082537
40.73066902,-73.99885262
40.580994,-73.960409
40.596387,-73.936778
40.769552,-73.915361
40.711458,-74.012216
40.737266,-73.998762
40.722641,-73.85154182
40.657949,-74.000634
40.645012,-73.944124
40.80855,-73.952355
40.67963555,-73.94958277
40.853443,-73.891534
40.81620584,-73.89600119
40.864058,-73.89338
40.631321,-73.906676
40.675967,-73.963023
40.757581,-73.986589
40.81348874,-73.89934205
40.657109,-73.864692
40.815904,-73.945123
40.630736,-73.973423
40.82291231,-73.8700413
40.840775,-73.936253
40.86607022,-73.89438159
40.789593,-73.929984
40.804008,-73.878333
40.789593,-73.929984
40.752646,-73.866766
40.79746,-73.932867
40.760042,-73.991458
40.695404,-73.983239
40.74753493,-73.98830675
40.727476,-73.986929
40.84518866,-73.90072535
40.679662,-73.936135
40.720528,-74.007582
40.69297124,-73.78023854
40.863077,-73.925692
40.64331,-74.087542
40.824445,-73.940744
40.743012,-73.905718
40.74753493,-73.98830675
40.64322,-74.075921
40.855458,-73.831073
40.75739304,-73.93546468
40.86465644,-73.81385471
40.809959,-73.927884
40.70786,-73.752428
40.623238,-74.149217
40.80356739,-73.96714105
40.870135,-73.869302
40.64256215,-73.90632015
40.596387,-73.936778
40.638659,-74.022462
40.73389676,-74.00539584
40.853443,-73.891534
40.756259,-73.990501
40.82097322,-73.89283815
40.822622,-73.930942
40.634151,-73.91309
40.65392238,-73.92866318
40.885489,-73.900443
40.578491,-73.837515
40.83557,-73.9088
40.750423,-73.98928
40.81620584,-73.89600119
40.675021,-73.879118
40.703679,-73.938044
40.63125,-73.945995
40.70723982,-73.79272673
40.66783442,-73.89483247
40.578491,-73.837515
40.757691,-73.834115
40.68239828,-73.84007216
40.82862324,-73.94384884
40.743239,-73.992563
40.8441566,-73.90060545
40.67449569,-73.93057133
40.86133725,-73.86679786
40.744607,-74.00084
40.680077,-73.775929
40.716337,-74.001251
40.603311,-73.998396
40.707439,-73.792139
40.63395875,-74.13611697
40.74633332,-73.89632537
40.789593,-73.929984
40.67858725,-73.90612894
40.806722,-73.93993
40.63799,-74.085908
40.546583,-74.19702
40.88731363,-73.84727176
40.789593,-73.929984
40.70887285,-73.81870464
40.789593,-73.929984
40.666945,-73.906163
40.573984,-73.997271
40.6733926,-73.79047282
40.85166632,-73.89174044
40.716517,-73.983411
40.720528,-74.007582
40.64472094,-74.07703272
40.758273,-73.985293
40.683444,-73.907502
40.744981,-73.870144
40.810391,-73.924895
40.67295245,-73.9251604
40.762302,-73.949525
40.75096917,-73.8257652
40.675967,-73.963023
40.8136218,-73.91094917
40.663653,-73.884708
40.855793,-73.843908
40.847829,-73.920828
40.650426,-74.004782
40.82337785,-73.90911148
40.815904,-73.945123
40.655661,-74.008199
40.674593,-73.930572
40.82227104,-73.91169778
40.789593,-73.929984
40.68964,-73.924051
40.71630999,-73.98316601
40.756997,-73.782987
40.823378,-73.870168
40.675967,-73.963023
40.779159,-73.954784
40.882909,-73.85811
40.85657673,-73.84389368
40.62816974,-73.94135878
40.691005,-73.983456
40.67135982,-73.88181102
40.79236253,-73.96417436
40.70937943,-73.84412155
40.702216,-73.932418
40.726284,-73.73476
40.630736,-73.973423
40.73443438,-73.98990393
40.706379,-73.908208
40.75967178,-73.92724683
40.855793,-73.843908
40.791362,-73.951144
40.717772,-73.978037
40.67601582,-73.89397596
40.76039614,-73.76750253
40.694373,-73.976517
40.844161,-73.914301
40.68696513,-73.91799808
40.613585,-73.926846
40.675967,-73.963023
40.578491,-73.837515
40.807184,-73.918356
40.65294812,-74.00216594
40.79236253,-73.96417436
40.584112,-73.822073
40.88731363,-73.84727176
40.850991,-73.909899
40.82138169,-73.95413257
40.778476,-73.955282
40.578491,-73.837515
40.573106,-73.9933
40.68078561,-73.97447512
40.823378,-73.870168
40.69843,-73.831128
40.64377317,-73.95875173
40.623238,-74.149217
40.67135982,-73.88181102
40.67329763,-74.00834198
40.756997,-73.782987
40.839368,-73.895999
40.676869,-74.00664
40.682389,-73.840079
40.769552,-73.915361
40.815591,-73.903267
40.63841786,-73.95115965
40.873944,-73.908788
40.74348126,-73.87400354
40.81035186,-73.92494233
40.67824414,-73.77109719
40.67295245,-73.9251604
40.758557,-73.833072
40.816002,-73.941332
40.691005,-73.983456
40.694373,-73.976517
40.655237,-73.959779
40.720528,-74.007582
40.834563,-73.87485
40.755601,-73.994695
40.862003,-73.923618
40.744607,-74.00084
40.646331,-73.896533
40.73066902,-73.99885262
40.85213999,-73.92069706
40.76539,-73.985702
40.86502025,-73.89275994
40.86937,-73.880047
40.74978831,-73.98776859
40.789593,-73.929984
40.639635,-74.024084
40.67957041,-73.79009288
40.726284,-73.73476
40.74348126,-73.87400354
40.648859,-73.95082
40.578491,-73.837515
40.821988,-73.915012
40.810391,-73.924895
40.690115,-73.989019
40.711313,-73.989023
40.7151185,-73.83223298
40.75967178,-73.92724683
40.804937,-73.876068
40.608173,-74.001513
40.628423,-73.917221
40.853443,-73.891534
40.74348126,-73.87400354
40.88731363,-73.84727176
40.80202405,-73.9496815
40.819316,-73.845795
40.69843,-73.831128
40.873944,-73.908788
40.797475,-73.938898
40.63059985,-73.97370532
40.8177,-73.923972
40.699245,-73.914143
40.67998074,-73.77623391
40.61445704,-73.91538938
40.720528,-74.007582
40.85804593,-73.90526471
40.653507,-73.960603
40.62318838,-74.14923769
40.675967,-73.963023
40.749404,-73.991784
40.73389676,-74.00539584
40.69049,-73.786807
40.716517,-73.983411
40.853443,-73.891534
40.675967,-73.963023
40.789593,-73.929984
40.66618177,-73.88315248
40.81197864,-73.92372524
40.72098204,-73.98695135
40.638659,-74.022462
40.75603526,-73.98694809
40.67960229,-73.80348308
40.789593,-73.929984
40.599498,-73.819637
40.756585,-73.875603
40.797339,-73.930544
40.69953101,-73.91103665
40.76539,-73.985702
40.83922489,-73.91508907
40.758506,-73.990717
40.698026,-73.975285
40.53760639,-74.23274554
40.810391,-73.924895
40.76539,-73.985702
40.749404,-73.991784
40.853443,-73.891534
40.726284,-73.73476
40.727009,-73.805997
40.786052,-73.976208
